time,sex,age,geo,isced97,day,day_flag,mth,mth_flag,week,week_flag,lt1m,lt1m_flag,nvr_occ,nvr_occ_flag,nbinge,nbinge_flag,serialid
2008,Females,From 45 to 54 years,Czech Republic,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,5.1,,0.7,,14.9,,55.7,,23.6,,194
2008,Females,From 45 to 54 years,Czech Republic,All ISCED 1997 levels,,,6.6,,0.6,,16.1,,53.7,,23.1,,195
2008,Females,From 45 to 54 years,Greece,"Pre-primary, primary and lower secondary education (levels 0-2)",0.3,,,,,,1.4,,78.4,,19.8,,196
2008,Females,From 45 to 54 years,Greece,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,0.3,,,,8.2,,68.4,,23.1,,197
2008,Females,From 45 to 54 years,Greece,First and second stage of tertiary education (levels 5 and 6),,,0.6,,,,4.9,,63.0,,31.5,,198
2008,Females,From 45 to 54 years,Greece,All ISCED 1997 levels,0.1,,0.3,,,,4.6,,71.3,,23.7,,199
2008,Females,From 45 to 54 years,Spain,"Pre-primary, primary and lower secondary education (levels 0-2)",,,0.1,,0.6,,1.4,,76.4,,21.6,,200
2008,Females,From 45 to 54 years,Spain,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,0.9,,0.5,,2.5,,61.6,,34.5,,201
2008,Females,From 45 to 54 years,Spain,First and second stage of tertiary education (levels 5 and 6),0.3,,0.1,,0.5,,2.9,,50.1,,46.2,,202
2008,Females,From 45 to 54 years,Spain,All ISCED 1997 levels,0.1,,0.3,,0.5,,2.0,,66.4,,30.7,,203
2008,Females,From 45 to 54 years,Hungary,"Pre-primary, primary and lower secondary education (levels 0-2)",,,1.4,,0.9,,2.8,,88.9,,6.0,,204
2008,Females,From 45 to 54 years,Hungary,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,1.0,,0.7,,3.4,,77.3,,17.6,,205
2008,Females,From 45 to 54 years,Hungary,First and second stage of tertiary education (levels 5 and 6),,,3.0,,,,2.9,,61.7,,32.4,,206
2008,Females,From 45 to 54 years,Hungary,All ISCED 1997 levels,,,1.5,,0.6,,3.2,,76.7,,18.0,,207
2008,Females,From 45 to 54 years,Latvia,"Pre-primary, primary and lower secondary education (levels 0-2)",1.1,,4.0,,4.0,,9.5,,66.8,,14.7,,208
2008,Females,From 45 to 54 years,Latvia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.4,,3.5,,0.9,,6.1,,77.2,,11.9,,209
2008,Females,From 45 to 54 years,Latvia,First and second stage of tertiary education (levels 5 and 6),,,1.8,,0.6,,4.6,,66.7,,26.3,,210
2008,Females,From 45 to 54 years,Latvia,All ISCED 1997 levels,0.3,,3.1,,1.2,,6.0,,73.0,,16.5,,211
2008,Females,From 45 to 54 years,Malta,"Pre-primary, primary and lower secondary education (levels 0-2)",,,2.6,,1.7,,1.7,,87.0,,7.0,,212
2008,Females,From 45 to 54 years,Malta,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,2.9,,2.0,,6.8,,71.2,,17.1,,213
2008,Females,From 45 to 54 years,Malta,First and second stage of tertiary education (levels 5 and 6),,,3.5,Low reliability,,,17.2,Low reliability,48.3,Low reliability,31.0,Low reliability,214
2008,Females,From 45 to 54 years,Malta,All ISCED 1997 levels,,,2.9,,1.7,,6.0,,74.5,,14.9,,215
2008,Females,From 45 to 54 years,Romania,"Pre-primary, primary and lower secondary education (levels 0-2)",,,1.0,,0.6,,3.6,,82.2,,12.6,,216
2008,Females,From 45 to 54 years,Romania,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.1,,0.8,,0.1,,2.8,,83.5,,12.8,,217
2008,Females,From 45 to 54 years,Romania,First and second stage of tertiary education (levels 5 and 6),,,,,1.1,,1.7,,80.0,,17.3,,218
2008,Females,From 45 to 54 years,Romania,All ISCED 1997 levels,0.1,,0.7,,0.3,,2.9,,82.8,,13.1,,219
2008,Females,From 45 to 54 years,Slovenia,"Pre-primary, primary and lower secondary education (levels 0-2)",,,,,,,3.9,,85.9,,10.2,,220
2008,Females,From 45 to 54 years,Slovenia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,2.2,,,,14.1,,63.2,,20.5,,221
2008,Females,From 45 to 54 years,Slovenia,First and second stage of tertiary education (levels 5 and 6),,,,,,,9.5,Low reliability,65.5,Low reliability,25.0,Low reliability,222
2008,Females,From 45 to 54 years,Slovenia,All ISCED 1997 levels,,,0.8,,,,8.5,,74.9,,15.8,,223
2008,Females,From 45 to 54 years,Slovakia,"Pre-primary, primary and lower secondary education (levels 0-2)",,,,,,,2.3,Low reliability,88.2,Low reliability,9.5,Low reliability,224
2008,Females,From 45 to 54 years,Slovakia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,1.0,,0.6,,7.3,,75.0,,16.2,,225
2008,Females,From 45 to 54 years,Slovakia,First and second stage of tertiary education (levels 5 and 6),,,,,,,5.5,,60.5,,34.0,,226
2008,Females,From 45 to 54 years,Slovakia,All ISCED 1997 levels,,,0.7,,0.5,,6.6,,73.6,,18.6,,227
2008,Females,From 55 to 64 years,Belgium,"Pre-primary, primary and lower secondary education (levels 0-2)",1.0,,6.6,,2.7,,11.8,,43.1,,34.8,,228
2008,Females,From 55 to 64 years,Belgium,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1.0,,3.2,,6.2,,14.0,,35.5,,40.1,,229
2008,Females,From 55 to 64 years,Belgium,First and second stage of tertiary education (levels 5 and 6),1.0,,4.3,,1.9,,16.2,,37.3,,39.3,,230
2008,Females,From 55 to 64 years,Belgium,All ISCED 1997 levels,1.0,,5.0,,3.6,,13.5,,39.4,,37.5,,231
2008,Females,From 55 to 64 years,Bulgaria,"Pre-primary, primary and lower secondary education (levels 0-2)",,,,,,,3.5,,84.5,,12.1,,232
2008,Females,From 55 to 64 years,Bulgaria,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,1.1,,,,2.5,,81.4,,15.2,,233
2008,Females,From 55 to 64 years,Bulgaria,First and second stage of tertiary education (levels 5 and 6),,,1.0,,,,5.0,,76.4,,17.7,,234
2008,Females,From 55 to 64 years,Bulgaria,All ISCED 1997 levels,,,0.7,,,,3.2,,81.3,,14.7,,235
2008,Females,From 55 to 64 years,Cyprus,"Pre-primary, primary and lower secondary education (levels 0-2)",,,0.3,,,,0.5,,88.0,,11.2,,236
2008,Females,From 55 to 64 years,Cyprus,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,,,0.7,,,,74.0,,25.2,,237
2008,Females,From 55 to 64 years,Cyprus,First and second stage of tertiary education (levels 5 and 6),,,,,,,1.8,,70.4,,27.8,,238
2008,Females,From 55 to 64 years,Cyprus,All ISCED 1997 levels,,,0.2,,0.2,,0.5,,82.3,,16.8,,239
2008,Females,From 55 to 64 years,Czech Republic,"Pre-primary, primary and lower secondary education (levels 0-2)",,,1.9,Low reliability,,,2.1,Low reliability,75.2,Low reliability,20.8,Low reliability,240
2008,Females,From 55 to 64 years,Czech Republic,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.6,,2.1,,1.6,,9.0,,60.3,,26.5,,241
2008,Females,From 55 to 64 years,Czech Republic,All ISCED 1997 levels,0.4,,3.6,,1.1,,8.8,,60.4,,25.8,,242
2008,Females,From 55 to 64 years,Greece,"Pre-primary, primary and lower secondary education (levels 0-2)",,,0.1,,0.4,,0.8,,77.0,,21.8,,243
2008,Females,From 55 to 64 years,Greece,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,0.6,,0.3,,6.4,,61.5,,31.2,,244
2008,Females,From 55 to 64 years,Greece,First and second stage of tertiary education (levels 5 and 6),,,,,2.8,,1.6,,66.0,,29.6,,245
2008,Females,From 55 to 64 years,Greece,All ISCED 1997 levels,,,0.2,,0.7,,2.2,,72.0,,25.0,,246
2008,Females,From 55 to 64 years,Spain,"Pre-primary, primary and lower secondary education (levels 0-2)",0.2,,0.2,,0.1,,0.3,,79.3,,20.0,,247
2008,Females,From 55 to 64 years,Spain,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,0.2,,1.1,,2.0,,58.0,,38.7,,248
2008,Females,From 55 to 64 years,Spain,First and second stage of tertiary education (levels 5 and 6),0.4,,,,0.2,,0.5,,57.4,,41.6,,249
2008,Females,From 55 to 64 years,Spain,All ISCED 1997 levels,0.2,,0.2,,0.3,,0.6,,72.7,,26.1,,250
2008,Females,From 55 to 64 years,Hungary,"Pre-primary, primary and lower secondary education (levels 0-2)",,,1.3,,1.4,,,,84.8,,12.5,,251
2008,Females,From 55 to 64 years,Hungary,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,1.6,,1.0,,2.7,,79.2,,15.5,,252
2008,Females,From 55 to 64 years,Hungary,First and second stage of tertiary education (levels 5 and 6),,,2.6,,,,5.1,,64.5,,27.8,,253
2008,Females,From 55 to 64 years,Hungary,All ISCED 1997 levels,,,1.7,,1.0,,2.3,,78.4,,16.7,,254
2008,Females,From 55 to 64 years,Latvia,"Pre-primary, primary and lower secondary education (levels 0-2)",0.9,,1.5,,1.6,,3.5,,87.6,,4.8,,255
2008,Females,From 55 to 64 years,Latvia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,3.3,,1.0,,2.9,,83.1,,9.7,,256
2008,Females,From 55 to 64 years,Latvia,First and second stage of tertiary education (levels 5 and 6),,,4.9,,1.3,,1.1,,79.3,,13.4,,257
2008,Females,From 55 to 64 years,Latvia,All ISCED 1997 levels,0.2,,3.3,,1.2,,2.6,,83.2,,9.5,,258
2008,Females,From 55 to 64 years,Malta,"Pre-primary, primary and lower secondary education (levels 0-2)",,,,,0.4,,3.1,,83.6,,12.9,,259
2008,Females,From 55 to 64 years,Malta,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,3.1,,1.0,,3.1,,77.6,,15.3,,260
2008,Females,From 55 to 64 years,Malta,First and second stage of tertiary education (levels 5 and 6),,,10.5,Low reliability,5.3,Low reliability,15.8,Low reliability,47.4,Low reliability,21.1,Low reliability,261
2008,Females,From 55 to 64 years,Malta,All ISCED 1997 levels,,,1.5,,0.9,,3.8,,79.8,,14.0,,262
2008,Females,From 55 to 64 years,Romania,"Pre-primary, primary and lower secondary education (levels 0-2)",0.1,,1.4,,0.7,,3.6,,84.1,,10.1,,263
2008,Females,From 55 to 64 years,Romania,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,0.3,,0.1,,1.6,,86.9,,11.1,,264
2008,Females,From 55 to 64 years,Romania,First and second stage of tertiary education (levels 5 and 6),,,0.7,,,,0.8,,81.6,,16.9,,265
2008,Females,From 55 to 64 years,Romania,All ISCED 1997 levels,0.1,,0.9,,0.4,,2.6,,85.0,,11.1,,266
2008,Females,From 55 to 64 years,Slovenia,"Pre-primary, primary and lower secondary education (levels 0-2)",,,2.6,,,,5.1,,72.9,,19.5,,267
2008,Females,From 55 to 64 years,Slovenia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,,,,,3.9,,65.6,,30.5,,268
2008,Females,From 55 to 64 years,Slovenia,All ISCED 1997 levels,,,2.2,,,,5.1,,67.5,,25.2,,269
2008,Females,From 55 to 64 years,Slovakia,"Pre-primary, primary and lower secondary education (levels 0-2)",,,4.1,Low reliability,1.8,Low reliability,1.8,Low reliability,81.8,Low reliability,10.6,Low reliability,270
2008,Females,From 55 to 64 years,Slovakia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,1.3,,0.4,,3.2,,81.5,,13.6,,271
2008,Females,From 55 to 64 years,Slovakia,First and second stage of tertiary education (levels 5 and 6),,,,,,,3.5,,71.1,,25.4,,272
2008,Females,From 55 to 64 years,Slovakia,All ISCED 1997 levels,,,1.4,,0.5,,3.1,,79.8,,15.2,,273
2008,Females,From 65 to 74 years,Belgium,"Pre-primary, primary and lower secondary education (levels 0-2)",0.3,,1.8,,1.2,,6.8,,60.5,,29.5,,274
2008,Females,From 65 to 74 years,Belgium,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.4,Low reliability,2.3,Low reliability,1.8,Low reliability,5.6,Low reliability,44.8,Low reliability,45.2,Low reliability,275
2008,Females,From 65 to 74 years,Belgium,First and second stage of tertiary education (levels 5 and 6),,,1.9,,,,8.5,,28.1,,61.5,,276
2008,Females,From 65 to 74 years,Belgium,All ISCED 1997 levels,0.3,,1.9,,1.2,,6.7,,52.6,,37.3,,277
2008,Females,From 65 to 74 years,Bulgaria,"Pre-primary, primary and lower secondary education (levels 0-2)",,,,,,,1.5,,87.8,,10.7,,278
2008,Females,From 65 to 74 years,Bulgaria,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,,,,,2.2,,84.2,,13.6,,279
2008,Females,From 65 to 74 years,Bulgaria,First and second stage of tertiary education (levels 5 and 6),,,,,,,2.0,,94.0,,4.0,,280
2008,Females,From 65 to 74 years,Bulgaria,All ISCED 1997 levels,,,,,,,1.8,,87.2,,11.0,,281
2008,Females,From 65 to 74 years,Cyprus,"Pre-primary, primary and lower secondary education (levels 0-2)",,,,,0.4,,,,86.1,,13.5,,282
2008,Females,From 65 to 74 years,Cyprus,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,,,,,,,74.7,,25.3,,283
2008,Females,From 65 to 74 years,Cyprus,All ISCED 1997 levels,,,,,0.3,,,,83.0,,16.7,,284
2008,Females,From 65 to 74 years,Czech Republic,"Pre-primary, primary and lower secondary education (levels 0-2)",,,,,,,4.5,Low reliability,67.2,Low reliability,28.3,Low reliability,285
2008,Females,From 65 to 74 years,Czech Republic,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,1.6,,1.0,,7.6,,61.2,,28.6,,286
2008,Females,From 65 to 74 years,Czech Republic,All ISCED 1997 levels,,,1.0,,0.6,,6.2,,64.2,,27.9,,287
2008,Females,From 65 to 74 years,Greece,"Pre-primary, primary and lower secondary education (levels 0-2)",,,,,,,1.3,,79.9,,18.9,,288
2008,Females,From 65 to 74 years,Greece,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,,,,,4.6,,72.5,,23.0,,289
2008,Females,From 65 to 74 years,Greece,First and second stage of tertiary education (levels 5 and 6),,,,,,,,,74.6,Low reliability,25.5,Low reliability,290
2008,Females,From 65 to 74 years,Greece,All ISCED 1997 levels,,,,,,,1.6,,78.5,,19.8,,291
2008,Females,From 65 to 74 years,Spain,"Pre-primary, primary and lower secondary education (levels 0-2)",0.1,,,,0.2,,0.2,,84.1,,15.4,,292
2008,Females,From 65 to 74 years,Spain,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,0.5,,,,3.7,,52.7,,43.1,,293
2008,Females,From 65 to 74 years,Spain,First and second stage of tertiary education (levels 5 and 6),,,,,,,,,56.1,,43.9,,294
2008,Females,From 65 to 74 years,Spain,All ISCED 1997 levels,0.1,,0.1,,0.2,,0.5,,79.7,,19.5,,295
2008,Females,From 65 to 74 years,Hungary,"Pre-primary, primary and lower secondary education (levels 0-2)",,,,,0.5,,0.5,,88.9,,10.2,,296
2008,Females,From 65 to 74 years,Hungary,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,,,5.3,,0.7,,77.8,,16.2,,297
2008,Females,From 65 to 74 years,Hungary,First and second stage of tertiary education (levels 5 and 6),,,1.3,Low reliability,,,6.0,Low reliability,69.9,Low reliability,22.8,Low reliability,298
2008,Females,From 65 to 74 years,Hungary,All ISCED 1997 levels,,,0.2,,1.9,,1.3,,82.7,,13.8,,299
2008,Females,From 65 to 74 years,Latvia,"Pre-primary, primary and lower secondary education (levels 0-2)",,,1.4,,1.0,,0.6,,92.5,,4.4,,300
2008,Females,From 65 to 74 years,Latvia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.5,,0.7,,0.5,,1.5,,90.1,,6.6,,301
2008,Females,From 65 to 74 years,Latvia,First and second stage of tertiary education (levels 5 and 6),,,1.9,,,,,,92.1,,6.1,,302
2008,Females,From 65 to 74 years,Latvia,All ISCED 1997 levels,0.2,,1.2,,0.7,,0.9,,91.5,,5.6,,303
2008,Females,From 65 to 74 years,Malta,"Pre-primary, primary and lower secondary education (levels 0-2)",,,,,0.6,,3.2,,82.3,,13.9,,304
2008,Females,From 65 to 74 years,Malta,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,3.5,Low reliability,,,3.5,Low reliability,69.0,Low reliability,24.1,Low reliability,305
2008,Females,From 65 to 74 years,Malta,All ISCED 1997 levels,,,0.5,,0.5,,3.1,,80.0,,15.9,,306
2008,Females,From 65 to 74 years,Romania,"Pre-primary, primary and lower secondary education (levels 0-2)",,,0.7,,0.7,,2.1,,87.1,,9.4,,307
2008,Females,From 65 to 74 years,Romania,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,0.5,,,,1.0,,92.1,,6.4,,308
2008,Females,From 65 to 74 years,Romania,First and second stage of tertiary education (levels 5 and 6),,,2.7,,,,,,88.6,,8.7,,309
2008,Females,From 65 to 74 years,Romania,All ISCED 1997 levels,,,0.8,,0.5,,1.8,,88.3,,8.6,,310
2008,Females,From 65 to 74 years,Slovenia,"Pre-primary, primary and lower secondary education (levels 0-2)",,,0.6,,,,4.3,,79.8,,15.3,,311
2008,Females,From 65 to 74 years,Slovenia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,,,,,3.6,Low reliability,62.4,Low reliability,34.0,Low reliability,312
2008,Females,From 65 to 74 years,Slovenia,All ISCED 1997 levels,,,0.5,,,,4.0,,75.8,,19.8,,313
2008,Females,From 65 to 74 years,Slovakia,"Pre-primary, primary and lower secondary education (levels 0-2)",,,,,,,,,94.7,,5.3,,314
2008,Females,From 65 to 74 years,Slovakia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,,,,,2.3,,89.9,,7.8,,315
2008,Males,From 65 to 74 years,Greece,All ISCED 1997 levels,0.6,,1.1,,,,9.5,,40.3,,48.5,,316
2008,Females,From 65 to 74 years,Slovakia,First and second stage of tertiary education (levels 5 and 6),,,,,,,,,80.1,Low reliability,19.9,Low reliability,317
2008,Females,From 65 to 74 years,Slovakia,All ISCED 1997 levels,,,,,,,1.3,,90.7,,8.0,,318
2008,Females,From 75 to 84 years,Belgium,"Pre-primary, primary and lower secondary education (levels 0-2)",,,1.9,Low reliability,1.8,Low reliability,0.9,Low reliability,65.1,Low reliability,30.3,Low reliability,319
2008,Females,From 75 to 84 years,Belgium,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,1.6,Low reliability,,,10.9,Low reliability,38.9,Low reliability,48.6,Low reliability,320
2008,Females,From 75 to 84 years,Belgium,First and second stage of tertiary education (levels 5 and 6),,,,,,,,,40.2,Low reliability,59.8,Low reliability,321
2008,Females,From 75 to 84 years,Belgium,All ISCED 1997 levels,,,1.7,Low reliability,1.3,Low reliability,2.9,Low reliability,57.4,Low reliability,36.8,Low reliability,322
2008,Females,From 75 to 84 years,Bulgaria,"Pre-primary, primary and lower secondary education (levels 0-2)",,,1.3,,,,,,93.2,,5.5,,323
2008,Females,From 75 to 84 years,Bulgaria,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,,,,,,,92.8,,7.2,,324
2008,Females,From 75 to 84 years,Bulgaria,All ISCED 1997 levels,,,0.9,,,,,,93.1,,6.0,,325
2008,Females,From 75 to 84 years,Cyprus,"Pre-primary, primary and lower secondary education (levels 0-2)",,,,,,,,,93.3,,6.7,,326
2008,Females,From 75 to 84 years,Cyprus,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,,,,,4.7,Low reliability,78.1,Low reliability,17.3,Low reliability,327
2008,Females,From 75 to 84 years,Cyprus,All ISCED 1997 levels,,,,,,,0.4,,90.8,,8.8,,328
2008,Females,From 75 to 84 years,Czech Republic,"Pre-primary, primary and lower secondary education (levels 0-2)",,,,,,,,,87.9,Low reliability,12.1,Low reliability,329
2008,Females,From 75 to 84 years,Czech Republic,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,,,,,,,87.7,,12.3,,330
2008,Females,From 75 to 84 years,Czech Republic,All ISCED 1997 levels,,,,,,,2.0,,84.9,,13.1,,331
2008,Females,From 75 to 84 years,Greece,"Pre-primary, primary and lower secondary education (levels 0-2)",,,,,,,0.1,,86.1,,13.8,,332
2008,Females,From 75 to 84 years,Greece,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,,,,,2.9,Low reliability,83.9,Low reliability,13.2,Low reliability,333
2008,Females,From 75 to 84 years,Greece,First and second stage of tertiary education (levels 5 and 6),,,,,,,,,89.7,Low reliability,10.3,Low reliability,334
2008,Females,From 75 to 84 years,Greece,All ISCED 1997 levels,,,,,,,0.4,,86.0,,13.6,,335
2008,Females,From 75 to 84 years,Spain,"Pre-primary, primary and lower secondary education (levels 0-2)",,,,,,,,,86.1,,13.9,,336
2008,Females,From 75 to 84 years,Spain,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,,,,,,,71.9,,28.1,,337
2008,Females,From 75 to 84 years,Spain,First and second stage of tertiary education (levels 5 and 6),,,,,,,,,73.6,,26.5,,338
2008,Females,From 75 to 84 years,Spain,All ISCED 1997 levels,,,,,,,,,84.9,,15.1,,339
2008,Females,From 75 to 84 years,Hungary,"Pre-primary, primary and lower secondary education (levels 0-2)",,,,,0.5,,,,91.1,,8.5,,340
2008,Females,From 75 to 84 years,Hungary,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,,,,,3.0,,85.1,,11.8,,341
2008,Females,From 75 to 84 years,Hungary,All ISCED 1997 levels,,,,,0.3,,0.7,,89.4,,9.6,,342
2008,Females,From 75 to 84 years,Latvia,"Pre-primary, primary and lower secondary education (levels 0-2)",,,0.9,,0.6,,,,96.7,,1.8,,343
2008,Females,From 75 to 84 years,Latvia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,,,,,,,99.2,,0.8,,344
2008,Females,From 75 to 84 years,Latvia,First and second stage of tertiary education (levels 5 and 6),,,,,,,,,100.0,Low reliability,,,345
2008,Females,From 75 to 84 years,Latvia,All ISCED 1997 levels,,,0.5,,0.3,,,,97.9,,1.3,,346
2008,Females,From 75 to 84 years,Malta,"Pre-primary, primary and lower secondary education (levels 0-2)",,,,,,,,,92.0,,8.0,,347
2008,Females,From 75 to 84 years,Malta,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,,,,,3.9,Low reliability,73.1,Low reliability,23.1,Low reliability,348
2008,Females,From 75 to 84 years,Malta,All ISCED 1997 levels,,,,,,,0.7,,88.7,,10.6,,349
2008,Females,From 75 to 84 years,Romania,"Pre-primary, primary and lower secondary education (levels 0-2)",0.1,,0.4,,0.6,,1.7,,90.2,,7.0,,350
2008,Females,From 75 to 84 years,Romania,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,,,,,1.0,,95.2,,3.8,,351
2008,Females,From 75 to 84 years,Romania,First and second stage of tertiary education (levels 5 and 6),,,,,,,,,83.1,Low reliability,16.9,Low reliability,352
2008,Females,From 75 to 84 years,Romania,All ISCED 1997 levels,0.1,,0.4,,0.5,,1.6,,90.6,,6.9,,353
2008,Females,From 75 to 84 years,Slovenia,"Pre-primary, primary and lower secondary education (levels 0-2)",,,,,,,1.9,,81.1,,17.0,,354
2008,Females,From 75 to 84 years,Slovenia,All ISCED 1997 levels,,,,,,,1.6,,83.1,,15.4,,355
2008,Females,From 75 to 84 years,Slovakia,"Pre-primary, primary and lower secondary education (levels 0-2)",,,,,,,,,97.6,,2.4,,356
2008,Females,From 75 to 84 years,Slovakia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,,,,,2.4,,93.4,,4.2,,357
2008,Females,From 75 to 84 years,Slovakia,All ISCED 1997 levels,,,,,,,1.6,,94.1,,4.3,,358
2008,Females,85 years or over,Belgium,"Pre-primary, primary and lower secondary education (levels 0-2)",0.6,Low reliability,0.2,Low reliability,,,0.8,Low reliability,75.4,Low reliability,23.0,Low reliability,359
2008,Females,85 years or over,Belgium,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,,,,,1.1,Low reliability,55.5,Low reliability,43.4,Low reliability,360
2008,Females,85 years or over,Belgium,First and second stage of tertiary education (levels 5 and 6),,,,,,,,,46.4,Low reliability,53.6,Low reliability,361
2008,Females,85 years or over,Belgium,All ISCED 1997 levels,0.4,Low reliability,0.2,Low reliability,,,0.8,Low reliability,69.3,Low reliability,29.3,Low reliability,362
2008,Females,85 years or over,Bulgaria,"Pre-primary, primary and lower secondary education (levels 0-2)",,,,,,,,,93.7,Low reliability,6.3,Low reliability,363
2008,Females,85 years or over,Bulgaria,All ISCED 1997 levels,,,,,,,,,95.6,Low reliability,4.4,Low reliability,364
2008,Females,85 years or over,Cyprus,"Pre-primary, primary and lower secondary education (levels 0-2)",,,,,,,,,89.8,,10.2,,365
2008,Females,85 years or over,Cyprus,All ISCED 1997 levels,,,,,,,,,90.1,,9.9,,366
2008,Females,85 years or over,Czech Republic,All ISCED 1997 levels,,,,,,,2.4,Low reliability,87.0,Low reliability,10.7,Low reliability,367
2008,Females,85 years or over,Greece,"Pre-primary, primary and lower secondary education (levels 0-2)",,,,,,,,,91.0,,9.0,,368
2008,Females,85 years or over,Greece,All ISCED 1997 levels,,,,,,,,,90.3,,9.7,,369
2008,Females,85 years or over,Spain,"Pre-primary, primary and lower secondary education (levels 0-2)",,,,,,,,,87.6,Low reliability,12.5,Low reliability,370
2008,Females,85 years or over,Spain,First and second stage of tertiary education (levels 5 and 6),,,,,,,,,50.1,Low reliability,49.9,Low reliability,371
2008,Females,85 years or over,Spain,All ISCED 1997 levels,,,,,,,,,85.4,Low reliability,14.6,Low reliability,372
2008,Females,85 years or over,Hungary,"Pre-primary, primary and lower secondary education (levels 0-2)",,,5.1,Low reliability,,,,,81.6,Low reliability,13.3,Low reliability,373
2008,Females,85 years or over,Hungary,All ISCED 1997 levels,,,3.6,,,,,,83.9,,12.5,,374
2008,Females,85 years or over,Latvia,"Pre-primary, primary and lower secondary education (levels 0-2)",,,,,,,,,98.5,,1.5,,375
2008,Females,85 years or over,Latvia,All ISCED 1997 levels,,,,,,,,,98.9,,1.1,,376
2008,Females,85 years or over,Malta,"Pre-primary, primary and lower secondary education (levels 0-2)",,,,,4.4,Low reliability,,,91.3,Low reliability,4.4,Low reliability,377
2008,Females,85 years or over,Malta,All ISCED 1997 levels,,,,,4.2,Low reliability,,,91.7,Low reliability,4.2,Low reliability,378
2008,Females,85 years or over,Romania,"Pre-primary, primary and lower secondary education (levels 0-2)",,,,,,,0.8,,98.6,,0.7,,379
2008,Females,85 years or over,Romania,All ISCED 1997 levels,,,,,,,0.6,,98.8,,0.5,,380
2008,Females,85 years or over,Slovakia,"Pre-primary, primary and lower secondary education (levels 0-2)",,,,,,,,,100.0,Low reliability,,,381
2008,Females,85 years or over,Slovakia,All ISCED 1997 levels,,,,,,,,,100.0,Low reliability,,,382
2008,Males,Total,Belgium,"Pre-primary, primary and lower secondary education (levels 0-2)",2.7,Low reliability,9.4,Low reliability,11.3,Low reliability,15.2,Low reliability,37.9,Low reliability,23.6,Low reliability,383
2008,Males,Total,Belgium,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1.4,,13.9,,11.9,,20.9,,32.0,,19.8,,384
2008,Males,Total,Belgium,First and second stage of tertiary education (levels 5 and 6),1.4,,17.4,,8.9,,27.2,,17.4,,27.7,,385
2008,Males,Total,Belgium,All ISCED 1997 levels,1.8,,13.6,,10.7,,21.1,,29.1,,23.6,,386
2008,Males,Total,Bulgaria,"Pre-primary, primary and lower secondary education (levels 0-2)",0.4,,3.9,,2.0,,12.6,,55.2,,25.9,,387
2008,Males,Total,Bulgaria,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.4,,5.4,,1.3,,19.8,,42.4,,30.7,,388
